"Id","Name","Subject","Marks","Specs"
819,"Amit","History",100,"major"
820,"David","Biology",100,"major"
821,"Carlos","Physics",44,"major"
822,"David","Physics",100,"minor"
823,"Chris","Physics",44,"minor"
824,"John","Physics",98,"minor"
825,"Subir","History",100,"minor"
826,"Subir","Biology",65,"major"
827,"Subir","Biology",65,"minor"
828,"Amit","History",98,"major"
829,"John","Mathematics",65,"major"
830,"Chris","Mathematics",65,"major"
831,"Amit","Arts",65,"major"
832,"David","History",98,"minor"
833,"Mary","Mathematics",44,"major"
834,"Subir","Mathematics",98,"major"
835,"Subir","Arts",44,"minor"
836,"Mary","Mathematics",44,"major"
837,"Subir","Biology",98,"major"
838,"Subir","Arts",100,"major"
839,"David","Mathematics",98,"minor"
840,"Amit","Mathematics",44,"major"
841,"Subir","Biology",65,"major"
842,"John","Physics",98,"minor"
843,"Subir","Mathematics",44,"major"
844,"Subir","History",98,"minor"
845,"David","History",44,"minor"
846,"Mary","Mathematics",98,"minor"
847,"Chris","Mathematics",100,"major"
848,"Amit","Mathematics",44,"minor"
849,"Carlos","Physics",100,"major"
850,"Amit","Mathematics",44,"minor"
851,"Mary","Arts",100,"major"
852,"Carlos","Arts",98,"minor"
853,"John","Mathematics",65,"major"
854,"Carlos","History",44,"major"
855,"Subir","Arts",100,"major"
856,"David","Physics",44,"major"
857,"Mary","Mathematics",65,"minor"
858,"Subir","Mathematics",98,"minor"
859,"John","Biology",44,"major"
860,"Amit","Biology",44,"minor"
861,"David","Physics",98,"major"
862,"John","Mathematics",65,"minor"
863,"Subir","Mathematics",100,"minor"
864,"Chris","Physics",44,"minor"
865,"David","Physics",44,"minor"
866,"Mary","History",98,"major"
867,"Mary","History",100,"major"
868,"Subir","Arts",100,"minor"
869,"Mary","Arts",100,"minor"
870,"Mary","Arts",44,"minor"
871,"Subir","Biology",65,"minor"
872,"Carlos","Physics",44,"major"
873,"Subir","Physics",65,"major"
874,"Amit","Arts",44,"major"
875,"Chris","Mathematics",65,"major"
876,"Carlos","Arts",100,"major"
877,"John","Mathematics",98,"minor"
878,"Mary","Arts",65,"major"
879,"Amit","Physics",44,"minor"
880,"Mary","Mathematics",100,"minor"
881,"Mary","History",65,"minor"
882,"Chris","Biology",98,"minor"
883,"Amit","History",100,"major"
884,"Mary","Arts",100,"minor"
885,"Chris","Arts",65,"minor"
886,"Carlos","Physics",44,"major"
887,"John","History",100,"minor"
888,"Subir","History",44,"major"
889,"Mary","Mathematics",65,"major"
890,"Carlos","Biology",65,"minor"
891,"Amit","History",100,"major"
892,"John","History",44,"major"
893,"Subir","Mathematics",98,"major"
894,"Subir","History",44,"minor"
895,"Chris","Biology",44,"major"
896,"John","Physics",98,"major"
897,"Mary","Mathematics",44,"minor"
898,"Amit","Mathematics",100,"major"
899,"Carlos","History",98,"major"
900,"Subir","Mathematics",100,"minor"
901,"Mary","Arts",100,"minor"
902,"Mary","Physics",65,"major"
903,"David","Physics",44,"minor"
904,"Amit","Biology",98,"minor"
905,"Amit","Arts",100,"major"
906,"Mary","Physics",65,"major"
907,"Subir","History",100,"minor"
908,"John","History",44,"major"
909,"Chris","Mathematics",98,"major"
910,"Subir","Biology",65,"minor"
911,"Mary","Biology",100,"minor"
912,"Amit","Arts",98,"major"
913,"Carlos","Physics",98,"major"
914,"Mary","Mathematics",65,"minor"
915,"David","Physics",65,"minor"
916,"John","Mathematics",98,"minor"
917,"Amit","Arts",100,"minor"
918,"Amit","Biology",98,"major"
919,"Carlos","History",98,"minor"
920,"David","Arts",65,"minor"
921,"John","History",100,"major"
922,"Subir","History",44,"minor"
923,"Amit","Biology",44,"minor"
924,"Carlos","Physics",44,"minor"
925,"Amit","Mathematics",98,"major"
926,"Subir","Mathematics",98,"minor"
927,"Chris","Arts",98,"major"
928,"Carlos","History",65,"major"
929,"Mary","Biology",44,"minor"
930,"John","Mathematics",100,"major"
931,"Subir","Physics",98,"minor"
932,"Mary","Biology",100,"minor"
933,"John","Mathematics",98,"major"
934,"John","Arts",98,"major"
935,"Amit","Arts",100,"major"
936,"David","History",44,"major"
937,"Mary","Biology",44,"minor"
938,"Amit","Biology",98,"minor"
939,"Chris","Physics",100,"minor"
940,"Mary","Physics",65,"major"
941,"Amit","Physics",98,"major"
942,"John","Mathematics",44,"major"
943,"Mary","Arts",65,"major"
944,"John","Biology",65,"minor"
945,"John","Biology",98,"minor"
946,"David","Biology",65,"minor"
947,"Carlos","Biology",100,"minor"
948,"Amit","Physics",44,"minor"
949,"Amit","Biology",65,"major"
950,"Subir","Physics",98,"minor"
951,"John","History",98,"minor"
952,"John","Arts",65,"minor"
953,"Carlos","Mathematics",100,"major"
954,"Mary","Mathematics",65,"minor"
955,"Amit","History",65,"minor"
956,"Amit","Physics",44,"major"
957,"Chris","Biology",44,"minor"
958,"David","Arts",44,"major"
959,"Carlos","Mathematics",100,"minor"
960,"Subir","Mathematics",44,"major"
961,"David","Biology",44,"minor"
962,"John","Biology",98,"major"
963,"Amit","Arts",65,"minor"
964,"Amit","History",65,"minor"
965,"John","Biology",44,"major"
966,"Amit","Arts",100,"minor"
967,"John","Physics",100,"major"
968,"John","History",44,"minor"
969,"Amit","Physics",98,"major"
970,"John","Arts",65,"minor"
971,"Amit","Biology",100,"major"
972,"John","Mathematics",44,"major"
973,"Amit","Physics",44,"major"
974,"David","Biology",100,"major"
975,"John","Biology",98,"major"
976,"David","Biology",44,"major"
977,"John","Arts",100,"major"
978,"Carlos","Mathematics",100,"minor"
979,"Subir","History",100,"minor"
980,"Amit","Physics",44,"major"
981,"Mary","History",100,"major"
982,"Carlos","Physics",98,"major"
983,"Mary","Physics",98,"minor"
984,"Amit","Physics",98,"major"
985,"Mary","Biology",44,"major"
986,"David","History",44,"minor"
987,"Amit","Mathematics",44,"major"
988,"Carlos","Mathematics",98,"major"
989,"Chris","Biology",65,"major"
990,"Subir","Mathematics",98,"major"
991,"Mary","Mathematics",65,"major"
992,"David","Physics",100,"major"
993,"Subir","Biology",65,"minor"
994,"John","Arts",100,"minor"
995,"John","Biology",44,"major"
996,"Amit","Arts",44,"major"
997,"David","Biology",98,"minor"
998,"David","Arts",65,"major"
999,"John","Mathematics",44,"major"
1000,"Carlos","History",100,"minor"
1001,"Amit","Mathematics",65,"minor"
1002,"Carlos","Biology",98,"minor"
1003,"Mary","Biology",100,"minor"
1004,"David","Arts",44,"minor"
1005,"Amit","Physics",100,"major"
1006,"Carlos","Mathematics",44,"major"
1007,"Carlos","Physics",100,"major"
1008,"John","History",65,"minor"
1009,"John","Arts",100,"major"
1010,"Chris","Physics",65,"minor"
1011,"Amit","Physics",44,"major"
1012,"Chris","Arts",98,"minor"
1013,"Amit","Mathematics",65,"major"
1014,"John","Arts",65,"minor"
1015,"John","Physics",100,"minor"
1016,"Chris","Physics",98,"minor"
1017,"Subir","Mathematics",100,"minor"
1018,"Subir","Mathematics",100,"minor"
1019,"Mary","Arts",65,"minor"
1020,"David","Biology",44,"minor"
1021,"David","Biology",44,"major"
1022,"Subir","Arts",98,"minor"
1023,"John","Mathematics",65,"major"
1024,"John","Physics",98,"major"
1025,"Subir","Physics",65,"major"
1026,"Chris","Biology",98,"minor"
1027,"Mary","Biology",100,"major"
1028,"Mary","Mathematics",65,"major"
1029,"Mary","Mathematics",100,"minor"
1030,"David","Physics",98,"major"
1031,"Subir","Mathematics",100,"minor"
1032,"John","Mathematics",100,"major"
1033,"David","Physics",100,"major"
1034,"Amit","Mathematics",65,"minor"
1035,"David","Arts",100,"major"
1036,"Chris","Physics",98,"major"
1037,"Mary","Mathematics",44,"major"
1038,"Chris","Physics",44,"minor"
1039,"David","Physics",98,"major"
1040,"Carlos","Biology",100,"major"
1041,"Amit","Mathematics",65,"major"
1042,"John","Biology",100,"minor"
1043,"David","Mathematics",44,"minor"
1044,"Carlos","Mathematics",44,"minor"
1045,"Mary","Mathematics",98,"major"
1046,"Chris","Biology",44,"major"
1047,"Amit","Biology",44,"major"
1048,"Subir","Biology",98,"major"
1049,"David","Arts",98,"major"
1050,"David","Physics",65,"minor"
1051,"Amit","History",100,"minor"
1052,"Carlos","Biology",98,"minor"
1053,"David","History",98,"major"
1054,"Subir","Arts",65,"minor"
1055,"Chris","Biology",100,"major"
1056,"Mary","Physics",44,"major"
1057,"Amit","History",98,"major"
1058,"Mary","History",44,"major"
1059,"Carlos","History",65,"major"
1060,"Mary","Biology",98,"minor"
1061,"Mary","Physics",98,"major"
1062,"Amit","History",65,"major"
1063,"Carlos","Arts",65,"minor"
1064,"Subir","Biology",44,"minor"
1065,"Mary","History",44,"minor"
1066,"John","Arts",98,"major"
1067,"Subir","Biology",98,"minor"
1068,"Amit","History",65,"major"
1069,"Mary","Arts",100,"minor"
1070,"Chris","History",98,"major"
1071,"Chris","Arts",100,"major"
1072,"Chris","Arts",100,"minor"
1073,"Amit","Mathematics",65,"minor"
1074,"Chris","History",65,"minor"
1075,"John","Mathematics",65,"minor"
1076,"Mary","History",98,"minor"
1077,"Amit","Arts",100,"major"
1078,"John","Biology",100,"minor"
1079,"David","Arts",100,"major"
1080,"David","History",44,"minor"
1081,"Carlos","Arts",98,"major"
1082,"Carlos","Physics",98,"major"
1083,"Subir","History",98,"minor"
1084,"Mary","History",98,"major"
1085,"David","Mathematics",65,"minor"
1086,"Carlos","Biology",65,"major"
1087,"David","Physics",100,"minor"
1088,"Carlos","Biology",65,"major"
1089,"David","Physics",98,"minor"
1090,"Subir","Biology",65,"major"
1091,"John","Physics",98,"minor"
1092,"Carlos","Biology",100,"minor"
1093,"Subir","Physics",44,"major"
1094,"David","Mathematics",44,"minor"
1095,"John","History",100,"minor"
1096,"Amit","Mathematics",100,"minor"
1097,"Subir","Arts",100,"major"
1098,"David","Biology",65,"minor"
1099,"Mary","Biology",100,"major"
1100,"Chris","Physics",44,"minor"
1101,"Carlos","History",65,"minor"
1102,"Subir","Biology",100,"minor"
1103,"Subir","Physics",98,"major"
1104,"John","History",100,"minor"
1105,"Mary","History",44,"major"
1106,"Amit","Biology",44,"minor"
1107,"Subir","Arts",100,"major"
1108,"John","Physics",65,"minor"
1109,"Mary","Physics",65,"major"
1110,"Mary","Mathematics",100,"major"
1111,"John","Arts",100,"minor"
1112,"Mary","Mathematics",65,"minor"
1113,"David","Arts",65,"major"
1114,"John","History",44,"major"
1115,"Amit","Biology",98,"major"
1116,"Carlos","Arts",44,"major"
1117,"John","Biology",44,"minor"
1118,"Mary","History",44,"major"
1119,"Mary","History",100,"major"
1120,"David","Arts",65,"major"
1121,"Mary","History",65,"minor"
1122,"Carlos","Mathematics",98,"major"
1123,"Chris","Biology",44,"major"
1124,"Amit","History",65,"major"
1125,"John","History",98,"minor"
1126,"Carlos","Biology",44,"minor"
1127,"Amit","Physics",98,"major"
1128,"Carlos","Arts",44,"minor"
1129,"David","Arts",44,"major"
1130,"Subir","Arts",98,"minor"
1131,"Amit","Mathematics",65,"minor"
1132,"Chris","Biology",98,"minor"
1133,"Amit","History",98,"major"
1134,"Carlos","Arts",44,"minor"
1135,"David","History",65,"minor"
1136,"David","Biology",100,"minor"
1137,"Mary","Physics",44,"major"
1138,"Subir","Biology",44,"major"
1139,"Mary","History",98,"minor"
1140,"Mary","History",44,"major"
1141,"Amit","Biology",98,"major"
1142,"Amit","Biology",98,"major"
1143,"Chris","Biology",98,"minor"
1144,"John","Mathematics",98,"minor"
1145,"John","Arts",65,"major"
1146,"Subir","Physics",100,"minor"
1147,"David","Mathematics",100,"major"
1148,"John","Arts",65,"major"
1149,"Subir","Mathematics",65,"major"
1150,"John","History",65,"major"
1151,"Chris","History",65,"minor"
1152,"David","Mathematics",65,"major"
1153,"David","History",65,"major"
1154,"Subir","Physics",98,"minor"
1155,"Mary","Biology",44,"major"
1156,"Chris","Physics",65,"minor"
1157,"Carlos","Mathematics",44,"major"
1158,"John","Physics",65,"major"
1159,"David","Arts",44,"minor"
1160,"David","History",44,"minor"
1161,"Amit","Arts",44,"minor"
1162,"Chris","History",65,"minor"
1163,"John","Arts",100,"major"
1164,"Mary","Biology",65,"major"
1165,"David","Physics",65,"minor"
1166,"Chris","Arts",98,"major"
1167,"Amit","Mathematics",98,"major"
1168,"Chris","Physics",98,"major"
1169,"Amit","Biology",100,"major"
1170,"Amit","Arts",44,"major"
1171,"Carlos","Biology",98,"minor"
1172,"Amit","Mathematics",100,"minor"
1173,"Amit","Mathematics",44,"minor"
1174,"Amit","Arts",100,"minor"
1175,"Mary","Mathematics",65,"minor"
1176,"Subir","Biology",65,"major"
1177,"David","Biology",98,"minor"
1178,"Subir","Biology",100,"major"
1179,"Amit","History",100,"major"
1180,"Amit","Arts",98,"minor"
1181,"Subir","Mathematics",65,"minor"
1182,"David","Biology",65,"minor"
1183,"Subir","Physics",100,"minor"
1184,"Carlos","Mathematics",100,"minor"
1185,"Carlos","Mathematics",100,"major"
1186,"Amit","Mathematics",100,"major"
1187,"Chris","Biology",44,"minor"
1188,"Chris","Mathematics",44,"major"
1189,"John","Physics",65,"major"
1190,"Amit","History",98,"major"
1191,"Amit","Arts",100,"minor"
1192,"Carlos","Physics",98,"major"
1193,"Carlos","Biology",100,"major"
1194,"Subir","Physics",44,"major"
1195,"Subir","Arts",65,"major"
1196,"Chris","Arts",65,"major"
1197,"Amit","Biology",44,"major"
1198,"Chris","History",98,"minor"
1199,"Amit","Physics",98,"major"
1200,"John","Biology",65,"minor"
1201,"Carlos","Arts",65,"major"
1202,"John","Mathematics",65,"minor"
1203,"Amit","Arts",98,"major"
1204,"David","History",100,"minor"
1205,"John","Mathematics",44,"major"
1206,"Mary","Physics",44,"minor"
1207,"Mary","Arts",65,"major"
1208,"Mary","Biology",65,"minor"
1209,"Amit","Mathematics",100,"major"
1210,"Amit","Mathematics",100,"minor"
1211,"Amit","Biology",98,"minor"
1212,"Subir","Biology",44,"minor"
1213,"Chris","Mathematics",65,"minor"
1214,"David","Biology",98,"major"
1215,"Amit","Physics",44,"major"
1216,"David","Mathematics",65,"minor"
1217,"Mary","History",98,"minor"
1218,"Amit","Mathematics",100,"minor"
1219,"Amit","Mathematics",98,"major"
1220,"Subir","Biology",100,"major"
1221,"Carlos","Mathematics",98,"minor"
1222,"Subir","Biology",44,"minor"
1223,"David","Physics",44,"minor"
1224,"John","Arts",65,"minor"
1225,"Amit","Mathematics",100,"major"
1226,"Subir","Physics",65,"minor"
1227,"John","Arts",44,"major"
1228,"Amit","Mathematics",98,"minor"
1229,"Subir","Physics",65,"minor"
1230,"Mary","Arts",98,"minor"
1231,"Subir","Mathematics",100,"major"
1232,"Chris","Arts",98,"major"
1233,"David","Mathematics",100,"major"
1234,"Subir","History",100,"major"
1235,"Subir","Physics",100,"minor"
1236,"Mary","Physics",65,"minor"
1237,"Subir","History",98,"minor"
1238,"John","History",100,"major"
1239,"Chris","History",44,"major"
1240,"Subir","History",65,"minor"
1241,"Chris","History",65,"major"
1242,"David","Arts",100,"major"
1243,"John","Mathematics",98,"minor"
1244,"Amit","Arts",98,"major"
1245,"Subir","History",65,"major"
1246,"Carlos","Physics",44,"major"
1247,"Chris","Arts",44,"minor"
1248,"David","Biology",100,"minor"
1249,"John","History",100,"minor"
1250,"David","Biology",100,"minor"
1251,"Subir","Mathematics",65,"major"
1252,"David","Physics",44,"minor"
1253,"Subir","Arts",98,"major"
1254,"Amit","Physics",100,"major"
1255,"Chris","Physics",65,"minor"
1256,"Mary","Biology",65,"major"
1257,"Subir","Arts",44,"minor"
1258,"David","Mathematics",100,"minor"
1259,"Amit","History",44,"minor"
1260,"Mary","Physics",44,"major"
1261,"Carlos","Biology",98,"major"
1262,"David","Mathematics",44,"minor"
1263,"David","Arts",98,"minor"
1264,"David","Biology",98,"minor"
1265,"David","History",98,"major"
1266,"Chris","Arts",98,"major"
1267,"Subir","Biology",65,"major"
1268,"Subir","Physics",65,"minor"
1269,"Mary","Physics",44,"minor"
1270,"Mary","Physics",98,"major"
1271,"Amit","Arts",100,"minor"
1272,"John","Arts",100,"minor"
1273,"Chris","Physics",100,"major"
1274,"Mary","Physics",44,"minor"
1275,"Amit","Arts",65,"minor"
1276,"Chris","Arts",98,"major"
1277,"Carlos","Mathematics",65,"major"
1278,"Amit","History",98,"major"
1279,"Mary","Biology",44,"minor"
1280,"Chris","Biology",44,"major"
1281,"Amit","Biology",100,"major"
1282,"Chris","Arts",98,"major"
1283,"John","History",65,"minor"
1284,"Subir","Physics",98,"major"
1285,"Carlos","History",100,"minor"
1286,"John","Biology",100,"major"
1287,"John","Mathematics",65,"minor"
1288,"John","Mathematics",65,"minor"
1289,"Mary","History",44,"minor"
1290,"Chris","Biology",98,"minor"
1291,"David","Biology",98,"major"
1292,"Chris","Physics",44,"minor"
1293,"Chris","Arts",65,"minor"
1294,"Mary","Physics",98,"major"
1295,"Subir","Arts",100,"minor"
1296,"David","History",100,"minor"
1297,"Chris","Arts",98,"minor"
1298,"Mary","Physics",98,"minor"
1299,"Carlos","Arts",65,"minor"
1300,"Amit","History",65,"major"
1301,"David","Arts",100,"minor"
1302,"Carlos","Mathematics",100,"minor"
1303,"John","Mathematics",44,"major"
1304,"Carlos","Mathematics",65,"minor"
1305,"Amit","Mathematics",65,"major"
1306,"Chris","Arts",65,"major"
1307,"David","Biology",65,"minor"
1308,"John","Physics",100,"major"
1309,"Subir","Physics",44,"major"
1310,"Mary","Physics",65,"minor"
1311,"Carlos","Arts",44,"major"
1312,"David","Biology",98,"major"
1313,"Carlos","Biology",98,"major"
1314,"Subir","Mathematics",98,"major"
1315,"David","Mathematics",98,"minor"
1316,"Mary","History",98,"major"
1317,"Subir","History",98,"major"
1318,"Carlos","Biology",98,"minor"
1319,"John","Mathematics",98,"major"
1320,"Subir","Mathematics",100,"minor"
1321,"Subir","History",98,"minor"
1322,"Subir","History",44,"major"
1323,"John","Physics",98,"major"
1324,"David","Biology",65,"minor"
1325,"Subir","History",44,"major"
1326,"Chris","Physics",100,"minor"
1327,"John","History",100,"minor"
1328,"Mary","Physics",100,"major"
1329,"Amit","Mathematics",65,"major"
1330,"Amit","Biology",98,"major"
1331,"John","Biology",98,"major"
1332,"John","Physics",98,"minor"
1333,"John","History",98,"minor"
1334,"Subir","Mathematics",44,"major"
1335,"Chris","Mathematics",65,"minor"
1336,"Carlos","Mathematics",44,"major"
1337,"Subir","History",100,"minor"
1338,"Chris","Mathematics",98,"minor"
1339,"John","Biology",65,"minor"
1340,"Chris","History",65,"major"
1341,"David","History",65,"minor"
1342,"John","Mathematics",100,"major"
1343,"David","Arts",100,"major"
1344,"Mary","Mathematics",100,"major"
1345,"Chris","Mathematics",44,"minor"
1346,"Mary","Mathematics",100,"minor"
1347,"David","Physics",98,"major"
