id,name,subject,grade,marks,spec
856,David,Physics,C,44,major
857,Mary,Mathematics,B,65,minor
858,Subir,Mathematics,A,98,minor
859,John,Biology,C,44,major
860,Amit,Biology,C,44,minor
861,David,Physics,A,98,major
862,John,Mathematics,B,65,minor
863,Subir,Mathematics,A+,100,minor
864,Chris,Physics,C,44,minor
865,David,Physics,C,44,minor
866,Mary,History,A,98,major
867,Mary,History,A+,100,major
868,Subir,Arts,A+,100,minor
869,Mary,Arts,A+,100,minor
870,Mary,Arts,C,44,minor
871,Subir,Biology,B,65,minor
872,Carlos,Physics,C,44,major
873,Subir,Physics,B,65,major
874,Amit,Arts,C,44,major
875,Chris,Mathematics,B,65,major
876,Carlos,Arts,A+,100,major
877,John,Mathematics,A,98,minor
878,Mary,Arts,B,65,major
879,Amit,Physics,C,44,minor
880,Mary,Mathematics,A+,100,minor
881,Mary,History,B,65,minor
882,Chris,Biology,A,98,minor
883,Amit,History,A+,100,major
884,Mary,Arts,A+,100,minor
885,Chris,Arts,B,65,minor
886,Carlos,Physics,C,44,major
887,John,History,A+,100,minor
888,Subir,History,C,44,major
889,Mary,Mathematics,B,65,major
890,Carlos,Biology,B,65,minor
891,Amit,History,A+,100,major
892,John,History,C,44,major
893,Subir,Mathematics,A,98,major
894,Subir,History,C,44,minor
895,Chris,Biology,C,44,major
896,John,Physics,A,98,major
897,Mary,Mathematics,C,44,minor
898,Amit,Mathematics,A+,100,major
899,Carlos,History,A,98,major
900,Subir,Mathematics,A+,100,minor
901,Mary,Arts,A+,100,minor
902,Mary,Physics,B,65,major
903,David,Physics,C,44,minor
904,Amit,Biology,A,98,minor
905,Amit,Arts,A+,100,major
906,Mary,Physics,B,65,major
907,Subir,History,A+,100,minor
908,John,History,C,44,major
909,Chris,Mathematics,A,98,major
910,Subir,Biology,B,65,minor
911,Mary,Biology,A+,100,minor
912,Amit,Arts,A,98,major
913,Carlos,Physics,A,98,major
914,Mary,Mathematics,B,65,minor
915,David,Physics,B,65,minor
916,John,Mathematics,A,98,minor
917,Amit,Arts,A+,100,minor
918,Amit,Biology,A,98,major
919,Carlos,History,A,98,minor
920,David,Arts,B,65,minor
921,John,History,A+,100,major
922,Subir,History,C,44,minor
923,Amit,Biology,C,44,minor
924,Carlos,Physics,C,44,minor
925,Amit,Mathematics,A,98,major
926,Subir,Mathematics,A,98,minor
927,Chris,Arts,A,98,major
928,Carlos,History,B,65,major
929,Mary,Biology,C,44,minor
930,John,Mathematics,A+,100,major
931,Subir,Physics,A,98,minor
932,Mary,Biology,A+,100,minor
933,John,Mathematics,A,98,major
934,John,Arts,A,98,major
935,Amit,Arts,A+,100,major
936,David,History,C,44,major
937,Mary,Biology,C,44,minor
938,Amit,Biology,A,98,minor
939,Chris,Physics,A+,100,minor
940,Mary,Physics,B,65,major
941,Amit,Physics,A,98,major
942,John,Mathematics,C,44,major
943,Mary,Arts,B,65,major
944,John,Biology,B,65,minor
945,John,Biology,A,98,minor
946,David,Biology,B,65,minor
947,Carlos,Biology,A+,100,minor
948,Amit,Physics,C,44,minor
949,Amit,Biology,B,65,major
950,Subir,Physics,A,98,minor
951,John,History,A,98,minor
952,John,Arts,B,65,minor
953,Carlos,Mathematics,A+,100,major
954,Mary,Mathematics,B,65,minor
955,Amit,History,B,65,minor
956,Amit,Physics,C,44,major
957,Chris,Biology,C,44,minor
958,David,Arts,C,44,major
959,Carlos,Mathematics,A+,100,minor
960,Subir,Mathematics,C,44,major
961,David,Biology,C,44,minor
962,John,Biology,A,98,major
963,Amit,Arts,B,65,minor
964,Amit,History,B,65,minor
965,John,Biology,C,44,major
966,Amit,Arts,A+,100,minor
967,John,Physics,A+,100,major
968,John,History,C,44,minor
969,Amit,Physics,A,98,major
970,John,Arts,B,65,minor
971,Amit,Biology,A+,100,major
972,John,Mathematics,C,44,major
973,Amit,Physics,C,44,major
974,David,Biology,A+,100,major
975,John,Biology,A,98,major
976,David,Biology,C,44,major
977,John,Arts,A+,100,major
978,Carlos,Mathematics,A+,100,minor
979,Subir,History,A+,100,minor
980,Amit,Physics,C,44,major
981,Mary,History,A+,100,major
982,Carlos,Physics,A,98,major
983,Mary,Physics,A,98,minor
984,Amit,Physics,A,98,major
985,Mary,Biology,C,44,major
986,David,History,C,44,minor
987,Amit,Mathematics,C,44,major
988,Carlos,Mathematics,A,98,major
989,Chris,Biology,B,65,major
990,Subir,Mathematics,A,98,major
991,Mary,Mathematics,B,65,major
992,David,Physics,A+,100,major
993,Subir,Biology,B,65,minor
994,John,Arts,A+,100,minor
995,John,Biology,C,44,major
996,Amit,Arts,C,44,major
997,David,Biology,A,98,minor
998,David,Arts,B,65,major
999,John,Mathematics,C,44,major
1000,Carlos,History,A+,100,minor
1001,Amit,Mathematics,B,65,minor
1002,Carlos,Biology,A,98,minor
1003,Mary,Biology,A+,100,minor
1004,David,Arts,C,44,minor
1005,Amit,Physics,A+,100,major
1006,Carlos,Mathematics,C,44,major
1007,Carlos,Physics,A+,100,major
1008,John,History,B,65,minor
1009,John,Arts,A+,100,major
1010,Chris,Physics,B,65,minor
1011,Amit,Physics,C,44,major
1012,Chris,Arts,A,98,minor
1013,Amit,Mathematics,B,65,major
1014,John,Arts,B,65,minor
1015,John,Physics,A+,100,minor
1016,Chris,Physics,A,98,minor
1017,Subir,Mathematics,A+,100,minor
1018,Subir,Mathematics,A+,100,minor
1019,Mary,Arts,B,65,minor
1020,David,Biology,C,44,minor
1021,David,Biology,C,44,major
1022,Subir,Arts,A,98,minor
1023,John,Mathematics,B,65,major
1024,John,Physics,A,98,major
1025,Subir,Physics,B,65,major
1026,Chris,Biology,A,98,minor
1027,Mary,Biology,A+,100,major
1028,Mary,Mathematics,B,65,major
1029,Mary,Mathematics,A+,100,minor
1030,David,Physics,A,98,major
1031,Subir,Mathematics,A+,100,minor
1032,John,Mathematics,A+,100,major
1033,David,Physics,A+,100,major
1034,Amit,Mathematics,B,65,minor
1035,David,Arts,A+,100,major
1036,Chris,Physics,A,98,major
1037,Mary,Mathematics,C,44,major
1038,Chris,Physics,C,44,minor
1039,David,Physics,A,98,major
1040,Carlos,Biology,A+,100,major
1041,Amit,Mathematics,B,65,major
1042,John,Biology,A+,100,minor
1043,David,Mathematics,C,44,minor
1044,Carlos,Mathematics,C,44,minor
1045,Mary,Mathematics,A,98,major
1046,Chris,Biology,C,44,major
1047,Amit,Biology,C,44,major
1048,Subir,Biology,A,98,major
1049,David,Arts,A,98,major
1050,David,Physics,B,65,minor
1051,Amit,History,A+,100,minor
1052,Carlos,Biology,A,98,minor
1053,David,History,A,98,major
1054,Subir,Arts,B,65,minor
1055,Chris,Biology,A+,100,major
1056,Mary,Physics,C,44,major
1057,Amit,History,A,98,major
1058,Mary,History,C,44,major
1059,Carlos,History,B,65,major
1060,Mary,Biology,A,98,minor
1061,Mary,Physics,A,98,major
1062,Amit,History,B,65,major
1063,Carlos,Arts,B,65,minor
1064,Subir,Biology,C,44,minor
1065,Mary,History,C,44,minor
1066,John,Arts,A,98,major
1067,Subir,Biology,A,98,minor
1068,Amit,History,B,65,major
1069,Mary,Arts,A+,100,minor
1070,Chris,History,A,98,major
1071,Chris,Arts,A+,100,major
1072,Chris,Arts,A+,100,minor
1073,Amit,Mathematics,B,65,minor
1074,Chris,History,B,65,minor
1075,John,Mathematics,B,65,minor
1076,Mary,History,A,98,minor
1077,Amit,Arts,A+,100,major
1078,John,Biology,A+,100,minor
1079,David,Arts,A+,100,major
1080,David,History,C,44,minor
1081,Carlos,Arts,A,98,major
1082,Carlos,Physics,A,98,major
1083,Subir,History,A,98,minor
1084,Mary,History,A,98,major
1085,David,Mathematics,B,65,minor
1086,Carlos,Biology,B,65,major
1087,David,Physics,A+,100,minor
1088,Carlos,Biology,B,65,major
1089,David,Physics,A,98,minor
1090,Subir,Biology,B,65,major
1091,John,Physics,A,98,minor
1092,Carlos,Biology,A+,100,minor
1093,Subir,Physics,C,44,major
1094,David,Mathematics,C,44,minor
1095,John,History,A+,100,minor
1096,Amit,Mathematics,A+,100,minor
1097,Subir,Arts,A+,100,major
1098,David,Biology,B,65,minor
1099,Mary,Biology,A+,100,major
1100,Chris,Physics,C,44,minor
1101,Carlos,History,B,65,minor
1102,Subir,Biology,A+,100,minor
1103,Subir,Physics,A,98,major
1104,John,History,A+,100,minor
1105,Mary,History,C,44,major
1106,Amit,Biology,C,44,minor
1107,Subir,Arts,A+,100,major
1108,John,Physics,B,65,minor
1109,Mary,Physics,B,65,major
1110,Mary,Mathematics,A+,100,major
1111,John,Arts,A+,100,minor
1112,Mary,Mathematics,B,65,minor
1113,David,Arts,B,65,major
1114,John,History,C,44,major
1115,Amit,Biology,A,98,major
1116,Carlos,Arts,C,44,major
1117,John,Biology,C,44,minor
1118,Mary,History,C,44,major
1119,Mary,History,A+,100,major
1120,David,Arts,B,65,major
1121,Mary,History,B,65,minor
1122,Carlos,Mathematics,A,98,major
1123,Chris,Biology,C,44,major
1124,Amit,History,B,65,major
1125,John,History,A,98,minor
1126,Carlos,Biology,C,44,minor
1127,Amit,Physics,A,98,major
1128,Carlos,Arts,C,44,minor
1129,David,Arts,C,44,major
1130,Subir,Arts,A,98,minor
1131,Amit,Mathematics,B,65,minor
1132,Chris,Biology,A,98,minor
1133,Amit,History,A,98,major
1134,Carlos,Arts,C,44,minor
1135,David,History,B,65,minor
1136,David,Biology,A+,100,minor
1137,Mary,Physics,C,44,major
1138,Subir,Biology,C,44,major
1139,Mary,History,A,98,minor
1140,Mary,History,C,44,major
1141,Amit,Biology,A,98,major
1142,Amit,Biology,A,98,major
1143,Chris,Biology,A,98,minor
1144,John,Mathematics,A,98,minor
1145,John,Arts,B,65,major
1146,Subir,Physics,A+,100,minor
1147,David,Mathematics,A+,100,major
1148,John,Arts,B,65,major
1149,Subir,Mathematics,B,65,major
1150,John,History,B,65,major
1151,Chris,History,B,65,minor
1152,David,Mathematics,B,65,major
1153,David,History,B,65,major
1154,Subir,Physics,A,98,minor
1155,Mary,Biology,C,44,major
1156,Chris,Physics,B,65,minor
1157,Carlos,Mathematics,C,44,major
1158,John,Physics,B,65,major
1159,David,Arts,C,44,minor
1160,David,History,C,44,minor
1161,Amit,Arts,C,44,minor
1162,Chris,History,B,65,minor
1163,John,Arts,A+,100,major
1164,Mary,Biology,B,65,major
1165,David,Physics,B,65,minor
1166,Chris,Arts,A,98,major
1167,Amit,Mathematics,A,98,major
1168,Chris,Physics,A,98,major
1169,Amit,Biology,A+,100,major
1170,Amit,Arts,C,44,major
1171,Carlos,Biology,A,98,minor
1172,Amit,Mathematics,A+,100,minor
1173,Amit,Mathematics,C,44,minor
1174,Amit,Arts,A+,100,minor
1175,Mary,Mathematics,B,65,minor
1176,Subir,Biology,B,65,major
1177,David,Biology,A,98,minor
1178,Subir,Biology,A+,100,major
1179,Amit,History,A+,100,major
1180,Amit,Arts,A,98,minor
1181,Subir,Mathematics,B,65,minor
1182,David,Biology,B,65,minor
1183,Subir,Physics,A+,100,minor
1184,Carlos,Mathematics,A+,100,minor
1185,Carlos,Mathematics,A+,100,major
1186,Amit,Mathematics,A+,100,major
1187,Chris,Biology,C,44,minor
1188,Chris,Mathematics,C,44,major
1189,John,Physics,B,65,major
1190,Amit,History,A,98,major
1191,Amit,Arts,A+,100,minor
1192,Carlos,Physics,A,98,major
1193,Carlos,Biology,A+,100,major
1194,Subir,Physics,C,44,major
1195,Subir,Arts,B,65,major
1196,Chris,Arts,B,65,major
1197,Amit,Biology,C,44,major
1198,Chris,History,A,98,minor
1199,Amit,Physics,A,98,major
1200,John,Biology,B,65,minor
1201,Carlos,Arts,B,65,major
1202,John,Mathematics,B,65,minor
1203,Amit,Arts,A,98,major
1204,David,History,A+,100,minor
1205,John,Mathematics,C,44,major
1206,Mary,Physics,C,44,minor
1207,Mary,Arts,B,65,major
1208,Mary,Biology,B,65,minor
1209,Amit,Mathematics,A+,100,major
1210,Amit,Mathematics,A+,100,minor
1211,Amit,Biology,A,98,minor
1212,Subir,Biology,C,44,minor
1213,Chris,Mathematics,B,65,minor
1214,David,Biology,A,98,major
1215,Amit,Physics,C,44,major
1216,David,Mathematics,B,65,minor
1217,Mary,History,A,98,minor
1218,Amit,Mathematics,A+,100,minor
1219,Amit,Mathematics,A,98,major
1220,Subir,Biology,A+,100,major
1221,Carlos,Mathematics,A,98,minor
1222,Subir,Biology,C,44,minor
1223,David,Physics,C,44,minor
1224,John,Arts,B,65,minor
1225,Amit,Mathematics,A+,100,major
1226,Subir,Physics,B,65,minor
1227,John,Arts,C,44,major
1228,Amit,Mathematics,A,98,minor
1229,Subir,Physics,B,65,minor
1230,Mary,Arts,A,98,minor
1231,Subir,Mathematics,A+,100,major
1232,Chris,Arts,A,98,major
1233,David,Mathematics,A+,100,major
1234,Subir,History,A+,100,major
1235,Subir,Physics,A+,100,minor
1236,Mary,Physics,B,65,minor
1237,Subir,History,A,98,minor
1238,John,History,A+,100,major
1239,Chris,History,C,44,major
1240,Subir,History,B,65,minor
1241,Chris,History,B,65,major
1242,David,Arts,A+,100,major
1243,John,Mathematics,A,98,minor
1244,Amit,Arts,A,98,major
1245,Subir,History,B,65,major
1246,Carlos,Physics,C,44,major
1247,Chris,Arts,C,44,minor
1248,David,Biology,A+,100,minor
1249,John,History,A+,100,minor
1250,David,Biology,A+,100,minor
1251,Subir,Mathematics,B,65,major
1252,David,Physics,C,44,minor
1253,Subir,Arts,A,98,major
1254,Amit,Physics,A+,100,major
1255,Chris,Physics,B,65,minor
1256,Mary,Biology,B,65,major
1257,Subir,Arts,C,44,minor
1258,David,Mathematics,A+,100,minor
1259,Amit,History,C,44,minor
1260,Mary,Physics,C,44,major
1261,Carlos,Biology,A,98,major
1262,David,Mathematics,C,44,minor
1263,David,Arts,A,98,minor
1264,David,Biology,A,98,minor
1265,David,History,A,98,major
1266,Chris,Arts,A,98,major
1267,Subir,Biology,B,65,major
1268,Subir,Physics,B,65,minor
1269,Mary,Physics,C,44,minor
1270,Mary,Physics,A,98,major
1271,Amit,Arts,A+,100,minor
1272,John,Arts,A+,100,minor
1273,Chris,Physics,A+,100,major
1274,Mary,Physics,C,44,minor
1275,Amit,Arts,B,65,minor
1276,Chris,Arts,A,98,major
1277,Carlos,Mathematics,B,65,major
1278,Amit,History,A,98,major
1279,Mary,Biology,C,44,minor
1280,Chris,Biology,C,44,major
1281,Amit,Biology,A+,100,major
1282,Chris,Arts,A,98,major
1283,John,History,B,65,minor
1284,Subir,Physics,A,98,major
1285,Carlos,History,A+,100,minor
1286,John,Biology,A+,100,major
1287,John,Mathematics,B,65,minor
1288,John,Mathematics,B,65,minor
1289,Mary,History,C,44,minor
1290,Chris,Biology,A,98,minor
1291,David,Biology,A,98,major
1292,Chris,Physics,C,44,minor
1293,Chris,Arts,B,65,minor
1294,Mary,Physics,A,98,major
1295,Subir,Arts,A+,100,minor
1296,David,History,A+,100,minor
1297,Chris,Arts,A,98,minor
1298,Mary,Physics,A,98,minor
1299,Carlos,Arts,B,65,minor
1300,Amit,History,B,65,major
1301,David,Arts,A+,100,minor
1302,Carlos,Mathematics,A+,100,minor
1303,John,Mathematics,C,44,major
1304,Carlos,Mathematics,B,65,minor
1305,Amit,Mathematics,B,65,major
1306,Chris,Arts,B,65,major
1307,David,Biology,B,65,minor
1308,John,Physics,A+,100,major
1309,Subir,Physics,C,44,major
1310,Mary,Physics,B,65,minor
1311,Carlos,Arts,C,44,major
1312,David,Biology,A,98,major
1313,Carlos,Biology,A,98,major
1314,Subir,Mathematics,A,98,major
1315,David,Mathematics,A,98,minor
1316,Mary,History,A,98,major
1317,Subir,History,A,98,major
1318,Carlos,Biology,A,98,minor
1319,John,Mathematics,A,98,major
1320,Subir,Mathematics,A+,100,minor
1321,Subir,History,A,98,minor
1322,Subir,History,C,44,major
1323,John,Physics,A,98,major
1324,David,Biology,B,65,minor
1325,Subir,History,C,44,major
1326,Chris,Physics,A+,100,minor
1327,John,History,A+,100,minor
1328,Mary,Physics,A+,100,major
1329,Amit,Mathematics,B,65,major
1330,Amit,Biology,A,98,major
1331,John,Biology,A,98,major
1332,John,Physics,A,98,minor
1333,John,History,A,98,minor
1334,Subir,Mathematics,C,44,major
1335,Chris,Mathematics,B,65,minor
1336,Carlos,Mathematics,C,44,major
1337,Subir,History,A+,100,minor
1338,Chris,Mathematics,A,98,minor
1339,John,Biology,B,65,minor
1340,Chris,History,B,65,major
1341,David,History,B,65,minor
1342,John,Mathematics,A+,100,major
1343,David,Arts,A+,100,major
1344,Mary,Mathematics,A+,100,major
1345,Chris,Mathematics,C,44,minor
1346,Mary,Mathematics,A+,100,minor
1347,David,Physics,A,98,major
1348,Mary,History,B,65,minor
1349,Chris,Mathematics,B,65,major
1350,Carlos,History,A+,100,minor
1351,Amit,Mathematics,A,98,minor
1352,Subir,Physics,A+,100,minor
1353,Amit,History,A+,100,major
1354,Mary,History,C,44,major
1355,Mary,Biology,C,44,major
1356,Subir,Physics,C,44,major
1357,Amit,Mathematics,C,44,minor
1358,John,Arts,A,98,minor
1359,Carlos,Biology,B,65,minor
1360,John,Biology,C,44,major
1361,John,Arts,A+,100,major
1362,Mary,Biology,A,98,minor
1363,Amit,Biology,A+,100,major
1364,Chris,Biology,B,65,major
1365,Amit,History,A,98,major
1366,John,Biology,C,44,major
1367,John,History,C,44,minor
1368,Carlos,Physics,A+,100,minor
1369,Carlos,Biology,B,65,minor
1370,Chris,History,B,65,major
1371,Chris,Biology,A+,100,major
1372,David,Biology,A,98,major
1373,David,Mathematics,C,44,minor
1374,John,Biology,C,44,major
1375,David,Physics,A+,100,minor
1376,Subir,Mathematics,A,98,minor
1377,Mary,Biology,A,98,major
1378,Chris,Mathematics,C,44,minor
1379,Mary,Mathematics,C,44,minor
1380,Subir,Mathematics,C,44,major
1381,Chris,Biology,A,98,major
1382,David,Biology,C,44,major
1383,Subir,History,B,65,major
1384,David,Mathematics,B,65,minor
1385,Mary,History,A+,100,minor
1386,Mary,Mathematics,A,98,minor
1387,Subir,Arts,C,44,minor
1388,John,Arts,C,44,major
1389,Carlos,Biology,A+,100,major
1390,David,Arts,A,98,minor
1391,Chris,Arts,A,98,major
1392,Carlos,Biology,C,44,major
1393,David,Biology,A+,100,major
1394,Subir,Biology,A,98,minor
1395,David,Arts,A+,100,major
1396,Carlos,Physics,A,98,major
1397,David,Arts,C,44,minor
1398,Carlos,Physics,B,65,minor
1399,Carlos,Physics,C,44,major
1400,Mary,Physics,A,98,minor
1401,David,Physics,B,65,major
1402,Amit,Arts,A,98,major
1403,Amit,Arts,C,44,minor
1404,Carlos,History,C,44,major
1405,Chris,Mathematics,B,65,minor
1406,Chris,Physics,B,65,minor
1407,David,Mathematics,A,98,minor
1408,Subir,Mathematics,B,65,minor
1409,David,Biology,B,65,major
1410,Chris,History,C,44,major
1411,Chris,Biology,A,98,major
1412,Amit,Physics,C,44,major
1413,David,Mathematics,C,44,minor
1414,Chris,History,B,65,major
1415,Chris,Mathematics,B,65,major
1416,John,History,C,44,minor
1417,Subir,Arts,C,44,major
1418,David,History,A,98,major
1419,Mary,Physics,B,65,major
1420,Chris,Physics,A,98,minor
1421,John,History,A,98,minor
1422,Mary,History,A,98,minor
1423,Amit,Mathematics,B,65,major
1424,Carlos,History,C,44,minor
1425,Subir,Arts,A+,100,minor
1426,Amit,Arts,A+,100,minor
1427,Subir,History,A+,100,minor
1428,Carlos,Arts,C,44,major
1429,John,Biology,B,65,minor
1430,David,Biology,A+,100,minor
1431,Subir,History,A+,100,minor
1432,David,Mathematics,A,98,major
1433,John,Physics,C,44,minor
1434,Amit,Biology,C,44,major
1435,Carlos,Physics,B,65,minor
1436,David,History,A+,100,minor
1437,David,Biology,A+,100,major
1438,Amit,Mathematics,A+,100,major
1439,David,Biology,A+,100,minor
1440,Mary,Biology,A+,100,minor
1441,David,Physics,A+,100,minor
1442,Amit,Biology,C,44,major
1443,Amit,Biology,B,65,major
1444,John,History,B,65,major
1445,Mary,History,B,65,major
1446,David,Biology,A+,100,minor
1447,Amit,History,A,98,major
1448,Carlos,Mathematics,B,65,minor
1449,Carlos,Arts,B,65,minor
1450,Mary,Physics,A,98,minor
1451,Chris,History,B,65,minor
1452,Chris,Biology,A+,100,major
1453,Mary,Mathematics,C,44,major
1454,Chris,Mathematics,A+,100,major
1455,Chris,Biology,B,65,minor
1456,Mary,Physics,A+,100,major
1457,Subir,Physics,B,65,major
1458,John,Physics,A,98,minor
1459,Mary,Biology,A+,100,major
1460,David,History,A+,100,major
1461,Amit,Mathematics,A+,100,minor
1462,Subir,Mathematics,A,98,minor
1463,Mary,Arts,C,44,major
1464,Amit,Biology,B,65,major
1465,Carlos,Mathematics,A+,100,major
1466,Amit,Physics,A,98,minor
1467,Amit,Mathematics,C,44,major
1468,Mary,Physics,C,44,minor
1469,Subir,Mathematics,C,44,major
1470,John,Mathematics,C,44,minor
1471,Subir,Physics,A+,100,minor
1472,Carlos,Biology,A+,100,major
1473,John,Arts,C,44,major
1474,Subir,Physics,C,44,major
1475,Mary,Arts,B,65,major
1476,Mary,History,A,98,minor
1477,David,Mathematics,B,65,major
1478,David,Mathematics,A+,100,major
1479,Chris,Arts,A,98,minor
1480,Amit,Biology,A+,100,major
1481,Mary,Arts,A,98,major
1482,Subir,Physics,A+,100,minor
1483,Amit,Mathematics,C,44,major
1484,Chris,Biology,B,65,minor
1485,Carlos,Biology,A,98,major
1486,Subir,Physics,C,44,major
1487,Chris,Biology,A+,100,minor
1488,Subir,Mathematics,C,44,major
1489,David,Mathematics,B,65,minor
1490,Subir,Physics,C,44,major
1491,David,Arts,B,65,major
1492,Mary,Mathematics,A,98,minor
1493,Carlos,History,C,44,minor
1494,Amit,Arts,A+,100,major
1495,Carlos,History,B,65,minor
1496,Carlos,Mathematics,B,65,major
1497,Chris,History,B,65,minor
1498,Amit,History,C,44,minor
1499,Chris,Biology,B,65,major
1500,Amit,Mathematics,A,98,major
1501,John,History,A,98,minor
1502,John,Physics,B,65,minor
1503,John,Mathematics,C,44,minor
1504,Carlos,History,B,65,major
1505,Subir,Physics,A,98,major
1506,Chris,Physics,B,65,major
1507,David,Mathematics,A+,100,minor
1508,David,History,A+,100,minor
1509,Mary,Arts,C,44,major
1510,Amit,History,A+,100,minor
1511,Carlos,Physics,A,98,major
1512,Carlos,History,C,44,minor
